id, stack, folder, n_r, n_theta, aspect_ratio, shell_depth, chebyshev, rotation, magnetism, viscous_heating, ohmic_heating, Ekman_Number, Prandtl_Number, Magnetic_Prandtl_Number, Rayleigh_Number, Modified_Rayleigh_Number, no_slip_boundaries, fix_tvar_bottom, T_bottom, fix_dtdr_bottom, dTdr_bottom, fix_tvar_top, T_top, fix_dtdr_top, dTdr_top, hyperdiffusion, hyperdiffusion_alpha, hyperdiffusion_beta, 
     107,    10557,  mheimpel/Jup95/nsb/poly_n1/E3n6/nick_cetus_test,      768,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     108,    10655,  mheimpel/Jup95/nsb/poly_n1/E3n6/run1,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     109,    10754,  mheimpel/Jup95/nsb/poly_n1/E3n6/run2,      768,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     110,    10853,  mheimpel/Jup95/nsb/poly_n1/E3n6/run3,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     111,    10952,  mheimpel/Jup95/nsb/poly_n1/E3n6/run4,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     112,    11052,  mheimpel/Jup95/nsb/poly_n1/E3n6/run5,      768,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      5.000000000000E+02, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     113,    11152,  mheimpel/Jup95/nsb/poly_n1/E3n6/run6,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      4.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      5.000000000000E+02, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     114,    11252,  mheimpel/Jup95/nsb/poly_n1/E3n6/run7,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      4.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      5.000000000000E+02, .true.,      2.400000000000E+02,      3.000000000000E+00, 
     115,    11353,  mheimpel/Jup95/nsb/poly_n1/E3n6/run8,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      2.500000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      5.000000000000E+02, .true.,      2.400000000000E+02,      3.000000000000E+00, 
     116,    11452,  mheimpel/Jup95/nsb/poly_n1/E3n6/runM1,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     117,    11551,  mheimpel/Jup95/nsb/poly_n1/E3n7/run1a,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      5.000000000000E-07,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      2.400000000000E+02,      3.000000000000E+00, 
     118,    11649,  mheimpel/Jup95/nsb/poly_n2/E1n5/run1,      512,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.200000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
     119,    11747,  mheimpel/Jup95/nsb/poly_n2/E1n5/run2,      512,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.200000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
     120,    11844,  mheimpel/Jup95/nsb/poly_n2/E3n5/run1,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.300000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     121,    11940,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n4/run1,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.500000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     122,    12036,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n4/run2,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.250000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      4.000000000000E+01,      3.000000000000E+00, 
     123,    12132,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n4/run3,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.500000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+01,      3.000000000000E+00, 
     124,    12228,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n5/run01,      512,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.250000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
     125,    12324,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n5/run02,      512,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.250000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     126,    12421,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n5/run03,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      1.350000000000E+02,      3.000000000000E+00, 
     127,    12518,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n5/run04,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      9.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      1.800000000000E+02,      3.000000000000E+00, 
     128,    12615,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n5/run1,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      9.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      1.800000000000E+02,      3.000000000000E+00, 
     129,    12712,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n6/run01,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     130,    12809,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n6/run02,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     131,    12906,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n6/runR1,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     132,    13003,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n6/runR2,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     133,    13100,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n6/runR3,      768,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     134,    13197,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E1n6/runR4,      768,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     135,    13293,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n4/run1,      256,      576,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      1.000000000000E+01,      3.000000000000E+00, 
     136,    13389,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n4/run2,      256,      576,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+01,      3.000000000000E+00, 
     137,    13485,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n4/run3,      256,      576,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.500000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+01,      3.000000000000E+00, 
     138,    13581,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run1,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+01,      3.000000000000E+00, 
     139,    13677,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run2,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.250000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     140,    13773,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run3,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.250000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     141,    13869,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run4,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.300000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     142,    13965,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run5,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      2.500000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.250000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     143,    14061,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run6,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     144,    14157,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n5/run7,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.300000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
     145,    14254,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run01,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      9.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      1.800000000000E+02,      3.000000000000E+00, 
     146,    14351,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run02,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      1.800000000000E+02,      3.000000000000E+00, 
     147,    14448,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run03,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      1.800000000000E+02,      3.000000000000E+00, 
     148,    14545,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run04,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     149,    14642,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run05,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     150,    14739,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run1,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     151,    14836,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run2,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     152,    14933,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run3,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     153,    15030,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run4,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     154,    15127,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run5,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     155,    15224,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/run6,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     156,    15324,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/runM7,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+02,      3.000000000000E+00, 
     157,    15424,  mheimpel/Jup95/fsb/poly_n2/heating_type1/E3n6/runM8,      512,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      2.800000000000E+02,      3.000000000000E+00, 
     158,    15521,  mheimpel/Jup95/fsb/poly_n2/heating_type4/E1n4/run1,      128,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.750000000000E+02, .true.,      3.000000000000E+01,      3.000000000000E+00, 
